"sys_loadingid","sys_cdc","sys_checksum","bestellungid","posid","produktid","spezlieferadrid","menge","preis"
2,I,0xfe64165e4d3ccf858ba78b4bc20945f628fe42a6fbfae52cd92e4838e57ddfb7,1343,3358,24,,3,3.00
2,I,0x6d06cc46bcc84df457c9248e7ab1fed76aecc6b99e12b2858a3e091d8d480ff7,1344,3359,27,,3,2.00
2,I,0x022fa74a7f3dabf4f3b33c660126217a7bf022a4bd00d9375e3d0ff25d93aff8,1344,3360,101,202,3,2.00
2,I,0x8e7b86d076df1114dcd8b86819ea83f6f9e9e76abb0d74b7f67a2bfc66c0471d,1344,3361,48,,3,4.50
2,I,0xc3be195e69824cd365dd16e2015ebc713b4270c515b5f8e22c7556df40fdceeb,1345,3362,55,,2,5.00
2,I,0x7002abbf5c3075de18348e02fc4ff3f74caca62aa977d5414574b2d48f748e53,1345,3363,3,,9,5.00
2,I,0x9a70482bfa95994db318525e389fbbd3e16f3bf9f45340e7fb9f55730620618e,1346,3364,13,,8,4.50
2,I,0xd3e9de1f8a330cdcdc241bb696e0b4253b6a1ffccec8d1727928997c6925e6bd,1346,3365,89,187,2,0.80
2,I,0x9bd734564fd0258fc8681c5f4332b10b21cc03c18495e51f6291cc66584cb269,1346,3366,38,,3,0.50
2,I,0x57582d8735e8df9ffe6d06aafee7e9f93f14d7e420b42b7a08bf1fa2007a5e03,1347,3367,52,,3,4.00
2,I,0xd60572e9bc9d80faf735bc0d1d4d2be784179d526a7548270fd2470bd4ac869a,1347,3368,2,,3,4.00
2,I,0x0bc71876a173bcd54559bdd9aca528f313593ea68f8bd035ebb939e5eafec5bf,1348,3369,19,,3,2.00
2,I,0x479950b62ab590ae4afc10abd03546988b53d044bd5bb976c738f4705acfd1a1,1348,3370,97,194,4,9.00
2,I,0x8e7b86d076df1114dcd8b86819ea83f6f9e9e76abb0d74b7f67a2bfc66c0471d,1348,3371,48,,3,4.50
2,I,0xce706ae29b0c797d701295d04d764965b32dbca0de0abd5fe4a2cad3d25e6de7,1349,3372,69,,3,2.00
2,I,0xb0160297621eb06baef36f95bafd222ce94c40870db5076ef3d2e14321c3ffc3,1349,3373,21,,9,4.00
2,I,0xeff92e9a2c78804fb18d38038b21bec2824acb7ff9fcf97bb24dea9f370ccd6c,1350,3374,45,,3,2.00
2,I,0x0fd807abae42a9b6c30e5dadf8b3e4ba1c20f9562de51150d8f791694893a584,1350,3375,125,5,6,7.00
2,I,0xed2f143854addbb9799b320e90ed56d85509a490f098970a01c144c5b59773f1,1350,3376,78,,3,2.00
2,I,0xa64219efa9703ba953ca5377388d571760e24fe69f50c27b68f8f300c946bcca,1351,3377,106,,2,7.00
2,I,0x3eb09a24013e081e4ff50af00610ba2907ec6c3b0edec42438be1044d6543b2c,1351,3378,60,,3,0.50
2,I,0x45a6fea10df2ee7bf14b18d75b7bc813c867eb4fb58b3e5e572a93bce99e8e67,1352,3379,91,,8,1.20
2,I,0xc768a315d7c19b54f51fed7ac19e04b351817adeb9bff00739f2e281779f69e9,1352,3380,46,182,4,8.00
2,I,0xc35e74417540decced8fe42f34955957f00cc7f850b8ac2142ca0e491d6c285d,1352,3381,1,,3,2.00
2,I,0x79e8abbb06ca4809ee25aa6cb5e82a3471e9191aad6d8b56dc5aca2dc101fa39,1353,3382,36,,3,0.50
2,I,0x39fc3cf256396bd4ddcf6e83d38132feb4c82cc2ff51e22d42fb8073610222be,1353,3383,119,,9,2.00
2,I,0x670ca9bb8e07ced81aa5f0409db5e450779cf17c8791c3b696ebee841639f899,1354,3384,30,,3,4.00
2,I,0x63a307b0f690ae012a457f0373b852895cea9af0c966153a5bc533d9c8a10b6f,1354,3385,114,367,3,4.50
2,I,0x2bab0ddb043d0a23260969a8c8153c7100f44e8de20bc2e2ae5111d87096f9dc,1354,3386,71,,4,4.00
2,I,0x3770fe3b4f032cfd74c8f931fcd8827dbe538a1e87977ddc50f5025c356c76a6,1355,3387,113,,9,4.50
2,I,0x2bab0ddb043d0a23260969a8c8153c7100f44e8de20bc2e2ae5111d87096f9dc,1355,3388,71,,4,4.00
2,I,0x79dd76f9444366ed7de04a216cbd63b76a74f5a44447f4ef28cf0a273544861a,1356,3389,116,,3,3.00
2,I,0x680721bef7163e476e0599ebffc896936f3db1cadc405cf222c357b093d65b52,1356,3390,75,57,3,7.00
2,I,0x5eb85d69e80d8393c4803cc4308851e6115d07ee3f3b46b3942552dab38a5dbc,1356,3391,34,,3,0.75
2,I,0x8c9d6a11a7aca5849f0b7e9ab88ad85224f42fb2f8c6f40f32ee9730ab5bdae7,1357,3392,83,,4,0.80
2,I,0xc98d4a86a8d2473d3d9d6f14e526f3a424cfdf3dd80be8b9272d20c7541f44e4,1357,3393,43,,3,2.30
2,I,0x04114966bb99a3521a887f9776249606ec6ee45079330bb6fad17e897f3e6608,1358,3394,95,,4,2.00
2,I,0xed1fb0ad1d3158c0ae4ea4b345e99b2f1636be8ac890d8af8d174e444a8b5501,1358,3395,56,296,8,7.00
2,I,0x2e06d0d3951979c38716564048da3172b30fa27c606c301f529e0d4c15d096bc,1358,3396,17,,3,3.50
2,I,0xd8e38e58d9536831ac23dc13b9d0f7cd5bffb88ed3f81f0202c4fb1df5e4d7df,1359,3397,73,,3,3.00
2,I,0x8cca536a27d40f357b5c178af214423de63d6e6aa000017733d7f95fd75866d2,1359,3398,35,,6,1.00
2,I,0xaa601bbd9281a7e27419d5be77da8b44fcbf27b44e5333e46f20e511097c0bd8,1360,3399,94,,3,4.00
2,I,0x5ce863f2da61cd71ca374c52e53723761d6e47ff6be9907b966af2a3182bd291,1360,3400,57,540,3,8.00
2,I,0xc393f1b8b29fb87401bed6a4739ad391633d90f6bebc85bce6fe3d7557bf94be,1360,3401,20,,4,8.00
2,I,0x25008c45552879e9df51ab37dfcba1adf3f7cb5e16af3c63d5bc705a71f75b25,1361,3402,83,,6,0.80
2,I,0xddf5095f38719d00e0506044cd39ec0e89747688a25a1262377e9918e0a28491,1361,3403,47,,1,9.00
2,I,0x2959950010cf51f17a0621f066974de240db0a79bfb1be58000de1620fbd5524,1362,3404,113,,3,4.50
2,I,0x68e32706377c8deea583322cf9ce49ba967048531a58f6291ee879eb097e9ea4,1362,3405,78,385,3,2.00
2,I,0xc98d4a86a8d2473d3d9d6f14e526f3a424cfdf3dd80be8b9272d20c7541f44e4,1362,3406,43,,3,2.30
2,I,0xa7196fb3de4a667d47cabc50d0e311f9c98a61626ec83acb2a88be2b9167aaba,1363,3407,113,,1,4.50
2,I,0x0f1fc185d7ba575e222c590001167c789206a4ea52e0f3f6efcbb141d34c5326,1363,3408,79,,3,1.50
2,I,0x0cc7e3896f84e3b9e293dbe9f58cb76ab6a04704a39574f9734b5394ea3ff314,1364,3409,25,,8,7.00
2,I,0xc88465f6d9f281c9ee2c5ffd0c23c3c9663452b80243efc868f506e10e01cdb7,1364,3410,119,183,8,2.00
2,I,0x84a821ca1174320c41be54cde05808d6f6a3a44083a5cde46bd23105314439ac,1364,3411,86,,3,0.50
2,I,0x79e8abbb06ca4809ee25aa6cb5e82a3471e9191aad6d8b56dc5aca2dc101fa39,1365,3412,36,,3,0.50
2,I,0x585dd12e60f43c6969e499ca9bb132ceea604dd6fc400ba37b5fcbf5e620a338,1365,3413,4,,3,5.00
2,I,0x7b3edaa5f204788ea5891cf6de832a0c1c6e3c8e40b73768360116ea385d7cf9,1366,3414,84,,3,0.75
2,I,0xf29433656fd75cc2f7b7772527c9f228f66c2fa4ad4c1e3efc498dacd5ff1565,1366,3415,53,,2,5.00
2,I,0x699e4ee8293dad4b8257c7a6a28836091495a2591febbe858393fb36f08d1a48,1366,3416,22,,8,2.00
2,I,0x7e2f1997499335384d2575ab5938d0f4887eedaeabc41c1744e68f4a5987f578,1367,3417,106,,6,7.00
2,I,0x4d5014140dd50d7cadec7aad3e299782eb27d022a6da71fb469c9c0ee89c28da,1367,3418,76,,8,4.00
2,I,0x79e8abbb06ca4809ee25aa6cb5e82a3471e9191aad6d8b56dc5aca2dc101fa39,1368,3419,36,,3,0.50
2,I,0x54a904f2aed9b0c10e9c8f0c79775760b605bab96acf7afecba2814bda317e59,1368,3420,7,,3,8.00
2,I,0x463b889b7d12cee18537f3a40c447fb816f6c330e8df539c19d2be26108dbf5a,1368,3421,105,,3,5.00
2,I,0x2f6f3ef5a309e042dc8230d6e5a27744f1eb62dba9833648b6f4ffc67f2ca7cc,1369,3422,69,,6,2.00
2,I,0xef1d7058ffe33130a2e51f20e9538be6652d56c89d6906e4e31e528a248e2a56,1369,3423,41,,3,1.20
2,I,0xed6a84cef6c700f8a3a3b024c5f67c1e8df255030c7d21e1a776a7b6078b5360,1370,3424,8,,4,8.00
2,I,0xa3e073084ff9c801343a0fb2f02d7ad3ee68862bda5a4e50e574144b078ffeb4,1370,3425,108,,3,8.00
2,I,0x99b3ad5314a5b0a151fdd312691b189ec10c51d81068cfcbdd06687d64ddf741,1370,3426,81,,3,2.00
2,I,0x57582d8735e8df9ffe6d06aafee7e9f93f14d7e420b42b7a08bf1fa2007a5e03,1371,3427,52,,3,4.00
2,I,0xe700f1534093a26cf0369ce78ec5e0d993831c4c93b1525fc20d79ae0b236d6b,1371,3428,26,,3,4.00
2,I,0xc35e74417540decced8fe42f34955957f00cc7f850b8ac2142ca0e491d6c285d,1372,3429,1,,3,2.00
2,I,0x5615ee5d5714102cf7761b0f60794489f63516fa1e12c5aa887d88852e410ac3,1372,3430,102,,3,4.00
2,I,0x05b5eb29c28f4b1b5b2c94bcca84e3fc1d6d1304b36fbdcde77cecbed542ca82,1372,3431,77,,4,2.00
2,I,0x9a902464e45d1f8e6928b7fd46c885d0ceeb87a07d9064d5fe6052457959f6f1,1373,3432,55,,3,5.00
2,I,0xf0f92bffdb705c49d86d677f59aeb524b7663161859a208ab526cf161dcbf8c6,1373,3433,31,,11,2.00
2,I,0x7bfa9bdecc88d6955ea6ef22c3e20d3e445d2e4a5446a1b3967a5deaf15061f4,1374,3434,12,,3,4.00
2,I,0x79dd76f9444366ed7de04a216cbd63b76a74f5a44447f4ef28cf0a273544861a,1374,3435,116,,3,3.00
2,I,0x876df57ccf59066a1e51e0836033c8d56952fe5c925b80fb5399bb8e1295b7fb,1374,3436,93,,3,2.30
2,I,0x109ba852e2132f1bede74cf1f2b0ab6bc13e049fa4bad7688bbd45897a4dcd32,1375,3437,78,,6,2.00
2,I,0x596b341663e6b38f6418395e81993845624b223938dfe1a732b6a9078f7d0b74,1375,3438,56,,3,7.00
2,I,0x58ba5bd152d555cf3eb6956680b7f7aaab74205771c1bec76867c4c70421907d,1376,3439,44,,4,4.00
2,I,0xf167f0d3ab3739695581745953a9563067c19d267344981d49d9b029ecf4fcf3,1376,3440,23,,8,3.00
2,I,0xd60572e9bc9d80faf735bc0d1d4d2be784179d526a7548270fd2470bd4ac869a,1376,3441,2,,3,4.00
2,I,0xed2f0c460fa5cc9d59095fb9c3e6732c16e557f7db00ad55ac60ae49c6af950b,1377,3442,121,,6,4.00
2,I,0xd76604faf15482129c9d12ec5ddf1e1d5dc9d05e8cabd839d14c62a7bea8f3c8,1377,3443,101,,3,2.00
2,I,0xbaee08d64365f5f4fcc8609fd7a1b173e84a9a97f9773ff3d7167f9bfdc3cfe3,1378,3444,96,,3,8.00
2,I,0x080c4f9200d036ff48fd35075482f3a2a165c279a0e4085359215432469fb514,1378,3445,77,,2,2.00
2,I,0x2928c07fa7bd34c4c2addd3766ab27e421f1082dd5d54de435f034ec2a0b748e,1378,3446,58,,8,8.00
2,I,0x19a87aec4023fe344619167989c23ba5f7026b8fde60086f7b9f18fe3df28afd,1379,3447,57,,9,8.00
2,I,0xa94aa499cce4db271f2b6f72ca9ae6649ce0c2ed523f07a0cbf25197d47bedbe,1379,3448,39,,3,0.80
2,I,0xef1d7058ffe33130a2e51f20e9538be6652d56c89d6906e4e31e528a248e2a56,1380,3449,41,,3,1.20
2,I,0xfe64165e4d3ccf858ba78b4bc20945f628fe42a6fbfae52cd92e4838e57ddfb7,1380,3450,24,,3,3.00
2,I,0x54a904f2aed9b0c10e9c8f0c79775760b605bab96acf7afecba2814bda317e59,1380,3451,7,,3,8.00
2,I,0x9a70482bfa95994db318525e389fbbd3e16f3bf9f45340e7fb9f55730620618e,1381,3452,13,,8,4.50
2,I,0x28a6b46cba67a76e423497dc832f2cd8bbb49daee9245ed193d5a7b6a4ab9dd9,1381,3453,124,,3,3.00
2,I,0xf4867adf3453c1ba0cf75ae404fdeb4808e78daff01a97319d615cafeb31d421,1382,3454,6,,3,7.00
2,I,0x4c03fa3878950c113d71394c1b2a3ead4b1842c8eafa7d97d877581b51af2aaa,1382,3455,118,,4,6.00
2,I,0x781b19a9e05762e9294e15577c3cecdf7216e1a028f16b1773ee136328d45be8,1382,3456,103,,3,5.00
2,I,0x79dd76f9444366ed7de04a216cbd63b76a74f5a44447f4ef28cf0a273544861a,1383,3457,116,,3,3.00
2,I,0x5615ee5d5714102cf7761b0f60794489f63516fa1e12c5aa887d88852e410ac3,1383,3458,102,,3,4.00
2,I,0x542c2bd52587cacc2e81d8e10859537b1b206ab6e118adae6a71b34053e21e51,1384,3459,118,,3,6.00
2,I,0x463b889b7d12cee18537f3a40c447fb816f6c330e8df539c19d2be26108dbf5a,1384,3460,105,,3,5.00
2,I,0x33a82861d1584d929b78b069ec706c672c4b65eab8a7475d27facdd8edfe0945,1384,3461,92,,4,2.40
2,I,0xd33b1147d5be69597d2c2d0464e25e9f4f2606664d706794adf64ef14c43dc69,1385,3462,112,,3,4.00
2,I,0x7d449984536a5530a4acbf782b907cf146a65414181c9aedb3024090d0e14fa1,1385,3463,100,,8,5.60
2,I,0xc5201545c6bd736a112e8de15ead6cb13ec23855de4c9f036b93ea80ba186d1c,1386,3464,123,,3,3.00
2,I,0xd33b1147d5be69597d2c2d0464e25e9f4f2606664d706794adf64ef14c43dc69,1386,3465,112,,3,4.00
2,I,0xd76604faf15482129c9d12ec5ddf1e1d5dc9d05e8cabd839d14c62a7bea8f3c8,1386,3466,101,,3,2.00
2,I,0xa3309999e39d8832fc78dd113616c00792cd8ad2add05674e11f4c68b7723a54,1387,3467,1,,5,2.00
2,I,0x542c2bd52587cacc2e81d8e10859537b1b206ab6e118adae6a71b34053e21e51,1387,3468,118,,3,6.00
2,I,0x9920172f2cb7f5127c3dfed2099bd7dd617f2ca260b47b28b5f03115676201dd,1388,3469,21,,3,4.00
2,I,0x7bfa9bdecc88d6955ea6ef22c3e20d3e445d2e4a5446a1b3967a5deaf15061f4,1388,3470,12,,3,4.00
2,I,0xe89832294ada2fa4f83fec82b571b297458125ca1c57768a13282c9cbb22024a,1388,3471,3,,3,5.00
2,I,0x8781d77826ea253625491e71fcc678d91140bd8398e8cbb4644d288bb51d0c7c,1389,3472,37,,3,0.50
2,I,0x30a33ede4708f95f01f28f82eb8ddb186ed8e0c82dc6632818dad236f6d1daee,1389,3473,29,,9,1.50
2,I,0x737c8bf0fddfdb30243ab373357b7bc9b333e62f0a0faf2a10054f759d2a7d8d,1390,3474,66,,3,3.00
2,I,0x3062af38406088d7937ecc610c66812eeb676ac308f1de951da831e98d2d39da,1390,3475,59,,2,3.00
2,I,0x85453c57f80c803464ec16f950297a5253d4f8ba3d1532f29469375c497ae668,1390,3476,52,,8,4.00
2,I,0x876df57ccf59066a1e51e0836033c8d56952fe5c925b80fb5399bb8e1295b7fb,1391,3477,93,,3,2.30
2,I,0xe240747de87f5e35864d14fb05bde4c0837ddc454b0c2136a570d4d84dbea1e0,1391,3478,87,,6,0.50
2,I,0x585dd12e60f43c6969e499ca9bb132ceea604dd6fc400ba37b5fcbf5e620a338,1392,3479,4,,3,5.00
2,I,0x588c99645a016ab51bb83ac59399c8d7589c9091aa60f5395e4ac3d7cc7859ca,1392,3480,126,,3,4.00
2,I,0x2bec9e95820e0b7cb7a1b7ed8688a4f66dc3aa2c04d93b6908871dea4f7b3082,1392,3481,121,,3,4.00
2,I,0xa77044c953b6911724ccc9b460a722aef77d7f3aac15e1325b7c32e92ce7be0f,1393,3482,42,,3,2.40
2,I,0x62c7bd84f0aade8572a8818c223a16340e8fe9ef437372f472a9d5d9416ab4e0,1393,3483,38,,6,0.50
2,I,0xd2ee688b9abc94f60e37e1a581a47aa3efdd2ea1ce4969f5c9b9dc155da898c2,1394,3484,89,,4,0.80
2,I,0x1d1b6071cee66793b0b333c7791b1a929a0682bdc56bd5e7863db4ba5408bf7f,1394,3485,86,,8,0.50
2,I,0x1cc35b2b335b94e15cfb8ebf711644b6fb52dafc7ebcdbb0c3e29bd104292196,1394,3486,83,,3,0.80
2,I,0x12d7933dbce51937444c74eecbd67d470b1f1227bf14c24365b5f85d0490a216,1395,3487,11,,3,8.00
2,I,0xa427cf87fa7751727fe53641c1419a1952c1c83827ef102fd4c406a10f7c2e46,1395,3488,9,,3,3.00
2,I,0x78627fc10ee0a7583f54e7ca1175bacee13657c268823b76edab9860054b410a,1396,3489,67,,3,3.50
2,I,0x737c8bf0fddfdb30243ab373357b7bc9b333e62f0a0faf2a10054f759d2a7d8d,1396,3490,66,,3,3.00
2,I,0xae28e8f48102e0039386b6e74767b1c9b1beabb1ce8488f1e80fa4d6835cb9ab,1396,3491,65,,4,4.50
2,I,0xc35e74417540decced8fe42f34955957f00cc7f850b8ac2142ca0e491d6c285d,1397,3492,1,,3,2.00
2,I,0xa3309999e39d8832fc78dd113616c00792cd8ad2add05674e11f4c68b7723a54,1397,3493,1,,5,2.00
2,I,0x14f904e9a1a799c7a6da29a48ebc28a06118c2c61618bd6d89a2f2c0fd39f6d3,1398,3494,65,,3,4.50
2,I,0x737c8bf0fddfdb30243ab373357b7bc9b333e62f0a0faf2a10054f759d2a7d8d,1398,3495,66,,3,3.00
2,I,0x78627fc10ee0a7583f54e7ca1175bacee13657c268823b76edab9860054b410a,1398,3496,67,,3,3.50
2,I,0xa427cf87fa7751727fe53641c1419a1952c1c83827ef102fd4c406a10f7c2e46,1399,3497,9,,3,3.00
2,I,0xdf9c053916fa04503598a76ddb57ec85013e3f8b1d63cb22e49d6e24eac3b30d,1399,3498,11,,6,8.00
2,I,0x8c9d6a11a7aca5849f0b7e9ab88ad85224f42fb2f8c6f40f32ee9730ab5bdae7,1400,3499,83,,4,0.80
2,I,0x1d1b6071cee66793b0b333c7791b1a929a0682bdc56bd5e7863db4ba5408bf7f,1400,3500,86,,8,0.50
2,I,0x046d1072cbbf1cacef87329a883cdbff83dacf1029996c662795d313fab2690f,1400,3501,89,,3,0.80
2,I,0x9bd734564fd0258fc8681c5f4332b10b21cc03c18495e51f6291cc66584cb269,1401,3502,38,,3,0.50
2,I,0xb5ff9cae095768cb674c2458e413db45638937afba2dffdcfeaad0dddc2bb338,1401,3503,42,,6,2.40
2,I,0x2bec9e95820e0b7cb7a1b7ed8688a4f66dc3aa2c04d93b6908871dea4f7b3082,1402,3504,121,,3,4.00
2,I,0x588c99645a016ab51bb83ac59399c8d7589c9091aa60f5395e4ac3d7cc7859ca,1402,3505,126,,3,4.00
2,I,0xc63142edb1a40c32f79dfdafd7757657de15357ad5e918c7df09fe5c961842d5,1402,3506,4,,8,5.00
2,I,0xacd1a880fce487ee80ab56ed0db3c37aed67cde809112990008bff612027ba30,1403,3507,87,,3,0.50
2,I,0x876df57ccf59066a1e51e0836033c8d56952fe5c925b80fb5399bb8e1295b7fb,1403,3508,93,,3,2.30
2,I,0x57582d8735e8df9ffe6d06aafee7e9f93f14d7e420b42b7a08bf1fa2007a5e03,1404,3509,52,,3,4.00
2,I,0x3bcb7fa06753720cc0eb66ca30e80ac3ed788b40ec03d7474f96792d28dea626,1404,3510,59,,3,3.00
2,I,0x737c8bf0fddfdb30243ab373357b7bc9b333e62f0a0faf2a10054f759d2a7d8d,1404,3511,66,,3,3.00
2,I,0x6f11ee6965153db2f0a224ff347b534a70edc98b878b7e38507ee39bfbb97d93,1405,3512,29,,4,1.50
2,I,0xc64763e186e369a2e858d3449cdf5d841c47ff9466a5d741946399f7678e9140,1405,3513,37,,9,0.50
2,I,0xe89832294ada2fa4f83fec82b571b297458125ca1c57768a13282c9cbb22024a,1406,3514,3,,3,5.00
2,I,0x7bfa9bdecc88d6955ea6ef22c3e20d3e445d2e4a5446a1b3967a5deaf15061f4,1406,3515,12,,3,4.00
2,I,0x9920172f2cb7f5127c3dfed2099bd7dd617f2ca260b47b28b5f03115676201dd,1406,3516,21,,3,4.00
2,I,0xba9e588fa6d109978fa8880fd1582ff5aafc1d4faff78ba148b2ff99c025233b,1407,3517,118,,6,6.00
2,I,0xefdebca7838e667135b1dfc9a483836939c45f8403f662657dd478a7f3b4a598,1407,3518,1,,6,2.00
2,I,0xd76604faf15482129c9d12ec5ddf1e1d5dc9d05e8cabd839d14c62a7bea8f3c8,1408,3519,101,,3,2.00
2,I,0xe2895e2d498a0142e909941bcac33e8f8c87270d06f20cf875cd8fa57848e344,1408,3520,112,,4,4.00
2,I,0xc5201545c6bd736a112e8de15ead6cb13ec23855de4c9f036b93ea80ba186d1c,1408,3521,123,,3,3.00
2,I,0x7f3ead902b7d4d4837d22ddb42f6b951a64440748516dfc25b2caba53a772d8c,1409,3522,100,,3,5.60
2,I,0x0902a5f0672bf979a6ba1c40349b056257be57e3075e4dcfdd326b119fc9f472,1409,3523,112,,8,4.00
2,I,0xda5d1d2651779b12fd04d7d4811b71d51f81de03a489758ffdce77fbcdb86928,1410,3524,92,,3,2.40
2,I,0xefd3602ea7cbe16cd9d013301b244a81234f6f389d1087fdb004327266384bd1,1410,3525,105,,6,5.00
2,I,0x542c2bd52587cacc2e81d8e10859537b1b206ab6e118adae6a71b34053e21e51,1410,3526,118,,3,6.00
2,I,0x0406d851f5793bdf1122fa5dce963c107736900e401d818850e5f5ad9b0c1043,1411,3527,102,,6,4.00
2,I,0x79dd76f9444366ed7de04a216cbd63b76a74f5a44447f4ef28cf0a273544861a,1411,3528,116,,3,3.00
2,I,0x7f563ebf21925c343c17b62a0972233eb053f98847247b0f1003d518aefcbd90,1412,3529,103,,8,5.00
2,I,0xfb09b4131d2c01cb54b342a02257adb33a17fb6e94268bd2579f28ad43c4e584,1412,3530,118,642,4,6.00
2,I,0xf4867adf3453c1ba0cf75ae404fdeb4808e78daff01a97319d615cafeb31d421,1412,3531,6,,3,7.00
2,I,0x28a6b46cba67a76e423497dc832f2cd8bbb49daee9245ed193d5a7b6a4ab9dd9,1413,3532,124,,3,3.00
2,I,0x4136622126103ceca972b3ef15975a1ee1d570b4cb810d30c6bed50b8588ceb0,1413,3533,13,,9,4.50
2,I,0x54a904f2aed9b0c10e9c8f0c79775760b605bab96acf7afecba2814bda317e59,1414,3534,7,,3,8.00
2,I,0xc795478a2fdfea233eaacfd64c4c0d3b44c53a7d7699ef5eab3bc10ae3965f9d,1414,3535,24,317,3,3.00
2,I,0xaaf0636cbb33a4606135df05ee975c5b51f1f972e8ab69850a24a832ed0d3334,1414,3536,41,,4,1.20
2,I,0xa3fb496f68f95d2067202dc2bfc3ffdb74eddbe5893b868bac66f69b5b731a89,1415,3537,39,,9,0.80
2,I,0x48d51c9c7aaff49c520c460348c181cc4c8aa3014a997084ac7defb12c93a196,1415,3538,57,,6,8.00
2,I,0x17da9348eb3d49f4f43512ee061d504471edf3ce414b50fe0f99ce4de9a37b06,1416,3539,58,,3,8.00
2,I,0x5e15fd5c3b5aa98a758d2a7c9a96b581ff32ca163f417cc7782c2a284c1d83f1,1416,3540,77,152,3,2.00
2,I,0xbaee08d64365f5f4fcc8609fd7a1b173e84a9a97f9773ff3d7167f9bfdc3cfe3,1416,3541,96,,3,8.00
2,I,0xb1f7a23d771724cd2b0413570a0851f0e2ccc610bd705b2389f26bb3132c3f64,1417,3542,101,,10,2.00
2,I,0x2bec9e95820e0b7cb7a1b7ed8688a4f66dc3aa2c04d93b6908871dea4f7b3082,1417,3543,121,,3,4.00
2,I,0x23a6af1a6bb9d8602bce5b96665012f72658a7b686ae3a9ce67ee3541e0a2c3e,1418,3544,2,,4,4.00
2,I,0x69fb3ff48ec9558dd735152141f04e1eada51b8010ba528ea12df564e4ca7b7a,1418,3545,23,294,2,3.00
2,I,0x8cf21885d40f1ff62995322ca107b9e65701b28bc8ba8a62cd23cd6ae47ccd09,1418,3546,44,,3,4.00
2,I,0x596b341663e6b38f6418395e81993845624b223938dfe1a732b6a9078f7d0b74,1419,3547,56,,3,7.00
2,I,0xed2f143854addbb9799b320e90ed56d85509a490f098970a01c144c5b59773f1,1419,3548,78,,3,2.00
2,I,0x876df57ccf59066a1e51e0836033c8d56952fe5c925b80fb5399bb8e1295b7fb,1420,3549,93,,3,2.30
2,I,0xf86e4c17643cb7c6fbf201cc71d82b0a56d7045bd002aee289e6ee19aad0568a,1420,3550,116,247,8,3.00
2,I,0x7bfa9bdecc88d6955ea6ef22c3e20d3e445d2e4a5446a1b3967a5deaf15061f4,1420,3551,12,,3,4.00
2,I,0x2f88cd9f617db12c64fbca1b4c26de422145df27a75007411dc1a69791a7693b,1421,3552,31,,3,2.00
2,I,0xb984eeb3a9114ab4cab17860a224d27aab3b6a77988447fa8c1a32e1b273e8c7,1421,3553,55,,11,5.00
2,I,0x5a13e98e722fba5f6a7154be9f614d29bb71aa3486f68c5c63eeea292ef30511,1422,3554,77,,3,2.00
2,I,0xd1bbe2ba7ef7091f0fb84bc5a1edfefbabd2350ed36813a6518495cee32e09d5,1422,3555,102,467,3,4.00
2,I,0xc35e74417540decced8fe42f34955957f00cc7f850b8ac2142ca0e491d6c285d,1422,3556,1,,3,2.00
2,I,0xc0275d35485d49580564fa3ba56ed968e5762a65e9ed41daab2d4a6d17b7e680,1423,3557,26,,10,4.00
2,I,0x57582d8735e8df9ffe6d06aafee7e9f93f14d7e420b42b7a08bf1fa2007a5e03,1423,3558,52,,3,4.00
2,I,0x99b3ad5314a5b0a151fdd312691b189ec10c51d81068cfcbdd06687d64ddf741,1424,3559,81,,3,2.00
2,I,0x6994cfc6e56b0c0fb08a2416151bb64a04647291e12c3836f024fc1c6f47a547,1424,3560,108,196,3,8.00
2,I,0x89690a83a8cfee6e543a8e1b54a7c7bd09763fe35748b27a86796ccbdbc567ff,1424,3561,8,,3,8.00
2,I,0x6262e0b9fcc2cfa27369803e75fbf4ecd59fde5b965024d9847c6ef6f61db463,1425,3562,41,,6,1.20
2,I,0xce706ae29b0c797d701295d04d764965b32dbca0de0abd5fe4a2cad3d25e6de7,1425,3563,69,,3,2.00
2,I,0x463b889b7d12cee18537f3a40c447fb816f6c330e8df539c19d2be26108dbf5a,1426,3564,105,,3,5.00
2,I,0x18da4bdd0ebe46ff915dcf6d8dfcac7a1e1fc720b4a6d23fc421fce8e16ced9b,1426,3565,7,99,10,8.00
2,I,0x79e8abbb06ca4809ee25aa6cb5e82a3471e9191aad6d8b56dc5aca2dc101fa39,1426,3566,36,,3,0.50
2,I,0xfe0c83a1f370a766b0ef1bc2f8b41ec0f5d7a54f8f1c864963a117eebcf68e05,1427,3567,76,,3,4.00
2,I,0xde47aa117fefc3c46715404870aa1fee916cda5aa3aab6f3d3a9fe1d370fb755,1427,3568,106,,8,7.00
2,I,0xb52d6d1340177dfbc4eff7cd5c6c3bc820191f2d8aefe752f6348c9cd8e40466,1428,3569,22,,3,2.00
2,I,0x0707a18753371b4c98d836098390f592ad70a8256b0e4bb2692fbc0e354f3768,1428,3570,53,249,3,5.00
2,I,0x7b3edaa5f204788ea5891cf6de832a0c1c6e3c8e40b73768360116ea385d7cf9,1428,3571,84,,3,0.75
2,I,0xc63142edb1a40c32f79dfdafd7757657de15357ad5e918c7df09fe5c961842d5,1429,3572,4,,8,5.00
2,I,0x79e8abbb06ca4809ee25aa6cb5e82a3471e9191aad6d8b56dc5aca2dc101fa39,1429,3573,36,,3,0.50
