"sys_loadingid","sys_cdc","sys_checksum","bestellungid","kundeid","allglieferadrid","bestelldatum","wunschdatum","rabatt"
2,I,0xdd64b7053aeb9159c9e64d90e781d12355875870d5e1c1359c8ebaeb58268ca1,1147,"145",343,2022-03-13,2022-03-14,0.50
2,I,0xd926dbd7852c2b6c7fb5f7e294f455df520e3394f595d30ba9ce00d38244c4fe,810,"4",162,2022-03-12,2022-03-12,0.00
2,I,0x599d1ffaff44f5c8f482de62e0a4113fc594d581cf797e71abf0e121ecf3e65d,1508,"322",872,2022-03-18,2022-03-19,0.50
2,I,0xd50b0e1f4360b7fbb536155478a49a1ee527364be1916f147600358d9cb6bbd1,1035,"108",465,2022-03-12,2022-03-12,0.00
2,I,0xf3bcb48426f740e79138ea2944b6d0e9c14c15d4291f2ad8621be43356aea96c,1398,"241",91,2022-03-16,2022-03-19,1.50
2,I,0xe373386da8babdecc50dd2a316fd5df7f2e02d38e3cfac7037a9959f4bc94db5,1311,"199",305,2022-03-15,2022-03-15,0.00
2,I,0x834f8bd49e765f3f8059a21499c29f3399db98d0afb78b62935b8e15e1f9850e,857,"35",238,2022-03-12,2022-03-23,3.00
2,I,0xacda4141e3d798e96d2823ce8ed5c5e411fc066ac36bbe436a7a29f7af6dde61,1494,"309",859,2022-03-17,2022-03-23,3.00
2,I,0x1b4c8b041011d586be510c753262fa4a49a561b0ab461fff9a8670a5a36598bf,1205,"164",602,2022-03-13,2022-03-23,3.00
2,I,0x82bb885d1422a297436174c79a1c7e112b1a7bfc8a50ee077983b41e2b37697b,1493,"308",858,2022-03-17,2022-03-26,3.00
2,I,0x1b833c68e1893627312db27fd6617aaa90f94450a6213b50586a5f069cbe650c,1227,"171",381,2022-03-14,2022-03-26,3.00
2,I,0x838235ffe7d0a100b45c65fa64e18faa77380631d34ec3dec557dd21c305c90f,1268,"185",233,2022-03-14,2022-03-18,2.00
2,I,0x99ec642624ab9e85e471d000ea28796f7ced0093ecbc3f88c571897a3994c506,1336,"210",637,2022-03-15,2022-03-22,3.00
2,I,0x79be94273b8f2533724a4cedefc0008969436e864125f0c97621deaa458a8d75,1039,"110",413,2022-03-12,2022-03-14,1.00
2,I,0xac8880cdd7eea84504499010259c541a9cccb67738782322295bf67b033bdc84,1286,"191",359,2022-03-14,2022-03-18,2.00
2,I,0x5ad0fb490ec24b7181d342ce48c87ffdf1294bc9b322617529bea69e65807f78,1255,"180",908,2022-03-14,2022-03-19,2.50
2,I,0x89d7b41abf48673e140eeb5299df83b5dc30a3bd2e0fac1f89aaad5673ef49fa,1170,"153",98,2022-03-13,2022-03-13,0.00
2,I,0xfe43c0255bdeb92b861715cf3742fd85f25f486ace7d2dedc1e1333d335c8d89,1474,"278",100,2022-03-17,2022-03-27,3.00
2,I,0x2159f04e48eabb9f8cd96e71d592e2ad13be293c895bb76f6ae6351457fcdfc4,814,"5",638,2022-03-12,2022-03-14,1.00
2,I,0xc06afede400bf86b47bef52dc76c1b8022f97fae6fc56517451aca24f852fa16,960,"84",132,2022-03-12,2022-03-12,0.00
2,I,0x5bf41f1e92748ba41341aa73113e955e87c991d6ca2fcff8859b1dc4e1ebf47e,1196,"161",219,2022-03-13,2022-03-22,3.00
2,I,0xc0c422a2e03f39a879e3af206b1ba9bddc4c9822cf5a71e4b12743ac3e9b2d0a,1113,"134",687,2022-03-13,2022-03-19,3.00
2,I,0x724946af35f7a0145fd33942db5ccdaa923506ec77f55279991303c29f130465,929,"59",265,2022-03-12,2022-03-17,2.50
2,I,0x48f77dc3d1ad2801b1f627cfda5d38b35d413f771b0ed67a1ebea484884b1985,1172,"153",591,2022-03-13,2022-03-25,3.00
2,I,0xdef797f954a3fe8e69f1142438a721aeb7c7012012b4b68afc49763a2444a9dc,890,"46",368,2022-03-12,2022-03-22,3.00
2,I,0x7275ab5e378daa09db7c0d07a25f5817c58fd77717acddcda907cb4775d5c98b,1012,"101",253,2022-03-12,2022-03-13,0.50
2,I,0x5d713735153e8079ff0d374203b894395bb9c2d79a9dddc1e96a362d90fa5a80,1356,"220",557,2022-03-15,2022-03-27,3.00
2,I,0x66177d215b0918a4d43aba87f4c1e58cf74bcbb7824ee6c7407811c584a11d03,1256,"181",96,2022-03-14,2022-03-20,3.00
2,I,0x417ce78aaeb11ea655d8601038e4111f883a9d0d0c23a9a7d75c5a8b246b1e4e,1149,"146",55,2022-03-13,2022-03-13,0.00
2,I,0xf6ba84df5fc050a01a2699cf8946ac9db4796a241b7a765843eb814862498fab,1297,"194",519,2022-03-14,2022-03-17,1.50
2,I,0xca7d4c5155f8c06052d465fbaf62fd7fa76228f4c59dbfca0422099307b3ca4f,1404,"244",168,2022-03-16,2022-03-28,3.00
2,I,0x7e9133a2d691461b22e925ba923fb634c75cdbde24e85063f8cad943570a23a2,906,"51",277,2022-03-12,2022-03-24,3.00
2,I,0xfdd0ebb7590cee8ceefa3fd1352a5f428dc110f28abf949d25ad8f5d94c4cc81,945,"79",24,2022-03-12,2022-03-12,0.00
2,I,0x5449dd6da38b6a08eff50a188fdb0ca8fde64378341ec53d7007622544fa3889,1485,"300",600,2022-03-17,2022-03-17,0.00
2,I,0xedd4610cb18f495a9b8b586b68bc31b541e8f9d10ef2554654a7e65f8eba4f2d,981,"91",208,2022-03-12,2022-03-15,1.50
2,I,0x008701dfb8b45769cff5968ffa7323c10c4b17fc3157e91c1de13b624dc1207e,975,"89",81,2022-03-12,2022-03-12,0.00
2,I,0x4c423256940f04b574d89135366e896ec5353bf46c4152dbba677be7f3ccd667,1393,"238",790,2022-03-16,2022-03-26,3.00
2,I,0xf25f951b0950999cfdf66627dfb6d97df4010fe7cc5912d85869f803903cee8b,1307,"198",328,2022-03-15,2022-03-26,3.00
2,I,0x5abf9d7f85a4c66e5d7d8ac4bc9187d275ac2e9a1598b57b3f828b108e8001bf,1277,"188",216,2022-03-14,2022-03-26,3.00
2,I,0x23a614065fd74095b82a15e8a22d250d7fa377944c8c8ec7b369b37c6e644b23,1521,"334",915,2022-03-18,2022-03-18,0.00
2,I,0x123f4d8e51fe9de177db72bd09792faabca4f9e27ee9290a9bcb13c3b3b2648e,1094,"128",92,2022-03-13,2022-03-26,3.00
2,I,0xa1aea79dcdb2cb11668e840e65e9c82ac3faa1a45a47b6620f60cd572c7eb13c,1121,"136",906,2022-03-13,2022-03-19,3.00
2,I,0xceac81a22ac4d6eb251c23ba17c7e8ec5d577bac5506920e3cea634718c1d22d,1272,"186",493,2022-03-14,2022-03-20,3.00
2,I,0x7af70950908fc352c831ddd8cadcb587ac3e1d77aee531f3cf900c8567f7a72e,1179,"156",248,2022-03-13,2022-03-25,3.00
2,I,0xc4a9d4913a88886e2ee418afb124cfdcbf66a5ff2b2af148b3753e8e5863bf57,1044,"111",240,2022-03-12,2022-03-12,0.00
2,I,0x434a82ca7155a2d0d507886e76dd8fe3f70b48db210bb189770f8972d9adc128,1390,"237",73,2022-03-16,2022-03-26,3.00
2,I,0x0565fd6f893e9f2d227a5a821f7146e6674eec21b714d4249e50eb94cf1ef1f1,1077,"122",643,2022-03-12,2022-03-18,3.00
2,I,0x1fc7799d2f7031be958c8ea62537d504fc7b372af7d7ccf513defef0d7443556,1010,"100",408,2022-03-12,2022-03-12,0.00
2,I,0x49892af8cb8f4c9095ab181b292621fe8cc558f38ea2115da5d46df665bb0905,1464,"273",241,2022-03-17,2022-03-26,3.00
2,I,0x373d0a3fe718d3eecf7a5bc8c834b37f4179f6eda4970b698c2f65c3e6e468ff,1016,"102",351,2022-03-12,2022-03-18,3.00
2,I,0x680eebcf0300b9ba7600fae87b44c4bed95829404795501cd0eecf295e74261d,1086,"125",270,2022-03-12,2022-03-12,0.00
2,I,0x36eaae50eefbf1d28beda9964c3722ab5fb52298d1fe93ee572e901ea8c4f912,924,"57",269,2022-03-12,2022-03-18,3.00
2,I,0x97c767dc791ad6ba298843e4185b70bab2f54ad9d63ce096490b8036677b85c2,1218,"168",732,2022-03-14,2022-03-20,3.00
2,I,0xff9bb77a78f0b8957b2c5afaec0214afd0fb71a16dd7adcf5f83f1ae766fa838,1471,"276",689,2022-03-17,2022-03-31,3.00
2,I,0x5eecfc40f4176373a87d005ad35accd81bd3ba23522ce495cb866a93b9ada65e,1257,"181",443,2022-03-14,2022-03-20,3.00
2,I,0x4e32472dc21795ecde8303490326d8ea96b8c11cd2debb190a3eda3af52b1cc5,1444,"263",165,2022-03-16,2022-03-16,0.00
2,I,0x71566c2baa1f7856ca30b0b3a2bbb03ac5a5ff735172e2e154abd0dc523aa6d9,1515,"329",879,2022-03-18,2022-03-18,0.00
2,I,0x59e2a9b9f5687d35aae6170d6dbfcc5ac1d81f581994c72fd649c8e2ec3ab23f,884,"44",705,2022-03-12,2022-03-12,0.00
2,I,0x8c8fafde0a8bfba913be53cf6f83accfea16a1fdd734a91e5da3db2d973900c0,824,"24",577,2022-03-12,2022-03-20,3.00
2,I,0xa23a183069ceaaf6ee7424c197656c17f5af39a507c9b8e972f90d119e0abbae,1193,"160",303,2022-03-13,2022-03-22,3.00
2,I,0x92ce3e045352920a40819f231ace447de968cdf2565e191ba3ab0ec30fd3248b,1305,"197",283,2022-03-15,2022-03-15,0.00
2,I,0x44fda44d4de192237e51bf1006d158db3970561d639844073faab47aae9e0579,902,"50",358,2022-03-12,2022-03-23,3.00
2,I,0x216218392aa6b3f2e53bf4c1b162f007c9ef5531ed325212b98ecc8242e2da0b,873,"40",679,2022-03-12,2022-03-24,3.00
2,I,0xb22673adf474a2c49137ab058742d1b4f1a2a3e064fb4c918ba8eb25ec4a5b02,1189,"159",95,2022-03-13,2022-03-18,2.50
2,I,0xcd1b172d3d8ad22a3526dc0e922a16856e9122fec571b49cf2e3f6cc33a20ea8,1284,"190",142,2022-03-14,2022-03-17,1.50
2,I,0xfe21201c448d9f69180eb25308ba65639f476b7b47fdbf7c371283a3b9777d76,944,"67",903,2022-03-12,2022-03-24,3.00
2,I,0x3dc08d6db4d0bb2477be880ecc28227cb53737e0b80e8c1d1a0e6bd152adb04c,911,"53",398,2022-03-12,2022-03-25,3.00
2,I,0x1fb927b0c9cd30f0f5968e0357520a93978caeec8f350766505e0f9668d27783,1334,"209",155,2022-03-15,2022-03-25,3.00
2,I,0x7dbb95a37a1f0708c18d8871976a61cf4389b02625f9aded4e2118edf60bdf36,1192,"160",174,2022-03-13,2022-03-16,1.50
2,I,0x4f5175cbe98541bb08d71618cac1e20587d01112ba597041b1b4eb7152764406,916,"55",90,2022-03-12,2022-03-12,0.00
2,I,0x5e163b048a3a9e9c4cc814e24c8cc79fc7018922d5aea78f746ded29c4d171ce,1036,"109",29,2022-03-12,2022-03-26,3.00
2,I,0xe00a2182b9dd63a49edbb00bd40714763242062e2a4f27b4da3ce426fc13c623,1436,"259",390,2022-03-16,2022-03-16,0.00
2,I,0xa0bd65ec23c1853f34b77d9cdd39b090ed65a0093911a0763e9b33ec5d513a8b,1360,"222",748,2022-03-15,2022-03-25,3.00
2,I,0x24dca20805df4416a3f99a9d9dd0826f42433427588e0f635e54d21dfa4dd6b9,1315,"200",800,2022-03-15,2022-03-20,2.50
2,I,0x102c8f4ce47d08ea5e18655ae3ae5ba97ceaf346d15b58768e730a448b1f4d93,1245,"177",571,2022-03-14,2022-03-14,0.00
2,I,0xd9c597a643126f216f86522a619098852645c7cbc48bf05ece7be4c186d64b36,1455,"269",114,2022-03-17,2022-03-17,0.00
2,I,0x808a6d28314eec93a472031b3638ed7db77ff869481e67731094ba33e72f3a32,963,"85",101,2022-03-12,2022-03-15,1.50
2,I,0x8380407005d06cc661f8baf019b04b4fa4ef4997183e967e65be063ba5d918e5,1037,"109",207,2022-03-12,2022-03-21,3.00
2,I,0x33e75979f14a84038f053f146766d70c1e63e5f87cf4a07fcee51c5a0fb963bf,1395,"239",347,2022-03-16,2022-03-16,0.00
2,I,0x4b64a27eccbaa9ef7c395527cecc5838b090f2947ee0789bb812db752c6ab593,1145,"144",614,2022-03-13,2022-03-23,3.00
2,I,0xb199971a25e18081b248b35b0ff03b3503792816a8a9e823b58e5299d477b0a5,1239,"175",774,2022-03-14,2022-03-20,3.00
2,I,0xf6d003f39d818c79ae4d7a8cbed151587a4e1f9cf31506013077091cdfb6485e,907,"52",336,2022-03-12,2022-03-24,3.00
2,I,0x9d221315f02a7a2063a98a0bc0b581d7ffbe817373fa99908afc4764130d3633,1212,"166",457,2022-03-14,2022-03-23,3.00
2,I,0xbb5f4707e81e5b31bd6917a2a52e911a201c8c18c6734e7623c00c9e3d8854b8,1159,"149",595,2022-03-13,2022-03-23,3.00
2,I,0x8fb0245d2a8c5692a25f3276774880f94995e20cdf5f02e444daebde7c030fd0,933,"60",520,2022-03-12,2022-03-12,0.00
2,I,0xa3550df35ace4104088d8dc9a40291f5e7252d638e21d49c81f683d3ef6a6f18,1027,"106",46,2022-03-12,2022-03-19,3.00
2,I,0xbf77f2cf12d7818724f84a7f05f45bee75ac91db5475882929d714430bf8b47c,1503,"317",867,2022-03-17,2022-03-23,3.00
2,I,0x60936f85cd6a8864f55531b6107ba2d39198124de98ab000fcd79883900cae7a,1030,"107",136,2022-03-12,2022-03-22,3.00
2,I,0xf13f9829ff0337a0cc6ccfe1773d820978b997873718364848e754ac815cea87,1421,"252",467,2022-03-16,2022-03-23,3.00
2,I,0xb5f7c1a70e2f2e5872089f1b578c9f449b6388d9fb44efcd2c259eddfc29c4ed,1456,"269",364,2022-03-17,2022-03-21,2.00
2,I,0x066f26f6f88a54d5baa5c8e9f4d934bda60147e5a735b0b410b60911484bf062,1482,"291",913,2022-03-17,2022-03-23,3.00
2,I,0xcbc55da37114e68a4c71eae003e10146fb693dc6376edb1e86c73986cfb86159,1208,"165",231,2022-03-14,2022-03-17,1.50
2,I,0x19bc47a13eecc4b2562599d5df6a2fcb6fb94365170e58568a99ec573d875d5c,1173,"154",160,2022-03-13,2022-03-13,0.00
2,I,0x58f8adeab5b718d65a01ac7ad90eed80b06669703c5396812689e7d94d70bdf0,917,"55",496,2022-03-12,2022-03-14,1.00
2,I,0xba992d07137669eed1c29bf0e59d31506fc97979e10a5a0e96783532844b8330,1088,"126",206,2022-03-13,2022-03-26,3.00
2,I,0x6d9f8e39f38beab344d4b44917461196fc2560054b92abcdb7a3a9bce3a58953,1424,"253",612,2022-03-16,2022-03-19,1.50
2,I,0x2a61206d671aff18380376801f6ae9e9e747bf5fd05277466f3cebc67c97b00c,1195,"161",76,2022-03-13,2022-03-23,3.00
2,I,0x6dca436acc646bcf1a40f32ad692521767ad2a11587ef9fe3838febf6895b746,1454,"268",562,2022-03-17,2022-03-25,3.00
2,I,0x8d8555b6ec1146e7e8a361547de4779a97d81e30a754c478bc1ed7c480a8618e,962,"84",766,2022-03-12,2022-03-14,1.00
2,I,0xeded1d78fea5c6c7c4ed907f6f6a0fad9b7783e66f2931792d1c6f186b50bcbf,1534,"347",897,2022-03-18,2022-03-21,1.50
2,I,0x6a543569d5d953da41e690c34228a17d0f457cb7f11cc7961e5efb23781762b4,1331,"208",379,2022-03-15,2022-03-29,3.00
2,I,0x92bb5aabef385b479c8068abfe0561ea09fe26ba7e35d9fddbc27bcbb2d02d15,1434,"258",703,2022-03-16,2022-03-28,3.00
2,I,0x9577b6daa4904ddcda058933a2c62823a8b584e4986539bfb4e4f67c7361ba4a,953,"81",472,2022-03-12,2022-03-23,3.00
2,I,0x630df3a9d5782781f9cee3f4c77066724955745e38fa665726e984da44151f6e,1379,"231",272,2022-03-16,2022-03-29,3.00
2,I,0xa1d1ae941163eff98b60bdf523ba30493571b16fdd2b90f008c0733fa6fd3432,1185,"158",225,2022-03-13,2022-03-13,0.00
2,I,0x4a2d7710fa17db00c49ca4309c28972b4cb72b280154d084b49b28198c525cfe,866,"38",376,2022-03-12,2022-03-23,3.00
2,I,0x8e8017011caa864fb5436749dafe53985fe4361bc74c0b6f86545d67a1cfae3e,1351,"218",182,2022-03-15,2022-03-17,1.00
2,I,0x526a2476a7d804522f4ca407439e03e5ea9c7cac7cfa31d62f9208b35ff0ae06,1046,"112",334,2022-03-12,2022-03-26,3.00
2,I,0x01869dad66670105a90792ff86b1c58c235f06dce0f96f960073d48365fa8ca7,1191,"159",418,2022-03-13,2022-03-16,1.50
2,I,0x74e635fee7d745b1126ad95484020be091437cd82a7a4087fa626242f2ef63ee,1042,"111",119,2022-03-12,2022-03-20,3.00
2,I,0x0b3037829625a2bc389a15a3c567968e21dbf953065b77e00e058c5ab75ed531,1167,"152",26,2022-03-13,2022-03-25,3.00
2,I,0xacc4cacce15098e7b4c49c2dc04c5da9a5b6595a4060a0ea9a742c82bcc0a996,1495,"310",860,2022-03-17,2022-03-22,2.50
2,I,0xd92962944ade1f3f262386f0e6b29204fc188e471c1f5b8d38e6126a3881cee8,1468,"275",402,2022-03-17,2022-03-23,3.00
2,I,0xc954bdf9e94f5a48335ec2ad3019e52f42673063849fd92f3bfc328323ddb62b,1439,"261",4,2022-03-16,2022-03-27,3.00
2,I,0x766012e78649e1aa80c096b80cc99fb3c0b9556f6437a477dde566249e3f8fd9,807,"3",494,2022-03-12,2022-03-15,1.50
2,I,0x90a1a3d02850984dd73e2468b0699bff71e17d91cd4ad89c7775c48da11a07e5,1076,"122",639,2022-03-12,2022-03-21,3.00
2,I,0x7f1b84b89c27da1279f218a693338f377c81d22d25bb727708aa4ae804585588,852,"33",227,2022-03-12,2022-03-21,3.00
2,I,0x7c71cef78020d2e05126c82e1f4127c223286d2412f908be63dab35dafc542f3,1143,"144",314,2022-03-13,2022-03-25,3.00
2,I,0x8f3c25ef871766abe9bb0ea03e17c6ca413ebc8374514dec8e4cddd042764070,1174,"154",473,2022-03-13,2022-03-15,1.00
2,I,0x044c451c0c0c005bf93b0ae4c4ca89d46672e9441527d9aa0f3e89c23f29ea93,1512,"326",876,2022-03-18,2022-03-30,3.00
2,I,0x3dcc3da2e4abded80d9be6a65ea358877e2a79f2c75b68bf6bcc03cecd755de7,1092,"127",335,2022-03-13,2022-03-13,0.00
2,I,0x53e063100abf53f05b0cf5475ece0aa59b61f06f49ae246d31f96a4e4a9e95a3,1369,"226",409,2022-03-15,2022-03-16,0.50
2,I,0x81c5f06a5493277c6dd7254b42ffdd473dbe1aae64c1a1ec12b6d1d7f815e17b,836,"28",251,2022-03-12,2022-03-13,0.50
2,I,0x6d416a6025d4770c46ad2496899292d9418620579b43bcee599111b5e10f5495,1490,"305",855,2022-03-17,2022-03-17,0.00
2,I,0x823b481dd9179618229d63056485e781e663e035085268f165c334713f0446ca,1114,"134",754,2022-03-13,2022-03-14,0.50
2,I,0xeb2d7239c1533b8352aa33ba47c34549e5bac829ebe3608abcecc2ab4ad50a5a,1519,"333",883,2022-03-18,2022-03-25,3.00
2,I,0x5869ad91377cfb26e871ffa162808e8dc45366c596f57105303c3f3683a4f83f,1419,"251",247,2022-03-16,2022-03-19,1.50
2,I,0x19950621a4f1c28ff6891afdf30e925f76a4c6d9b2f42ceaff65096745f310f4,1476,"279",161,2022-03-17,2022-03-23,3.00
2,I,0xa556e2ef4917a475441d1be63fb92b779de028d893c5257c0e5302a189938aae,1069,"119",458,2022-03-12,2022-03-14,1.00
2,I,0x33552226fce303873e01d58a7296efe29e1004dfe799aacd964ad7a421337ac8,1462,"272",176,2022-03-17,2022-03-19,1.00
2,I,0x27b90cfcf8a9aacb289728260475032ea05e6fb61b127e1248b29b7e43575e9d,1250,"179",25,2022-03-14,2022-03-19,2.50
2,I,0x267eaa95f2ca8d742fc313ab32aa957cb3908cb0877096329f4474b50009da5f,957,"83",175,2022-03-12,2022-03-12,0.00
2,I,0xd713bea334efe501fec379d4fd2a29b3a37e3b74a396e9bad4af62f42711b2e3,996,"95",786,2022-03-12,2022-03-18,3.00
2,I,0x4cf7ee1c9c296e5feae4074ca527d63297e4fed1041fa6fad7cfc218e57df4a1,1162,"150",633,2022-03-13,2022-03-19,3.00
2,I,0x22f7004082e86a610d9579b195bc455556ebe7af7992f37483e36cd3efb4fe2f,1105,"131",664,2022-03-13,2022-03-23,3.00
2,I,0x155ce271b67a630a3810b02fc6bd481c8dcde8d059b6be284d3c8274b7f68755,1383,"233",769,2022-03-16,2022-03-28,3.00
2,I,0x8b81d3dd2f6e0de89a794ec9aa4c45303d67dd0ff7540883ee591e33487306f4,910,"53",170,2022-03-12,2022-03-17,2.50
2,I,0xf636836048fe02ed2c8fd120fa3809a689c8fe9e600b598a5d99e99602fdf6e6,1273,"186",751,2022-03-14,2022-03-27,3.00
2,I,0xec6e2fe4caf1a16099df44dd9db55e5aa7e97fb3ba41ff86d626cef1e5f0d23a,1396,"240",319,2022-03-16,2022-03-20,2.00
2,I,0x840ccd7bd31310f1145ff0a5335b47c0e32444b33742a5aba304cb74e680c26e,1496,"311",861,2022-03-17,2022-03-23,3.00
2,I,0x1d4c0981f52009de46c801dd5addb0a3f73842557c71f50016dcd7e5f3a8a6b4,883,"44",159,2022-03-12,2022-03-24,3.00
2,I,0x1a5f50e6710b60915fb309dd785c55f3cee0d2b1bfffa5f9e4561e8a7dc48409,942,"63",448,2022-03-12,2022-03-18,3.00
2,I,0xe0eed2b515223de14d5ee7e0eb14c3fc3a7ca3125199eb01cdaa5c3da16a08c6,1399,"241",684,2022-03-16,2022-03-22,3.00
2,I,0xb28b2c6d5dbb386b60a2d479a5c7ce77350b9afb6aab40f91a3e8e0ed77a3257,1299,"195",186,2022-03-15,2022-03-24,3.00
2,I,0x59ee3aba37998addcb06d388d47c355498339eef4556f8c762a99841af061811,1093,"127",468,2022-03-13,2022-03-22,3.00
2,I,0x96d49fe66fb93b0f93aa4554643f491c484c2b7c5f0c6127e3498fde558fb566,1502,"316",866,2022-03-17,2022-03-24,3.00
2,I,0x7d08d1d9fa57d00bf1e1578c4b9af95ffc50cbac521c31696d57761f3c0f4303,825,"24",776,2022-03-12,2022-03-12,0.00
2,I,0xe0d70542452a514753b891552beb8e6342695d8ab2feb7cc4f7ca94811904f1e,838,"29",199,2022-03-12,2022-03-19,3.00
2,I,0x3f7d83db947e9baa3afc4fcf7605025eac19e6f707656afedd39d6d6a0d22ee3,1073,"121",357,2022-03-12,2022-03-18,3.00
2,I,0xd1afa6a14cf229ce9003594b5f49b0e5221d32c51b4d73ff65fcb28017b0b973,805,"2",631,2022-03-12,2022-03-22,3.00
2,I,0x817080ab0c59a92aa68d8a6f809058c761c5ed34d789d9ae07f1f35da7b56b92,1388,"236",47,2022-03-16,2022-03-17,0.50
2,I,0xc0fcc162e5ad809bd7096a7234370cfeb32cdd4dff3e332023e8cd82fe5cb42e,815,"5",721,2022-03-12,2022-03-17,2.50
2,I,0x11c8968ff278288b49a53fb62fee82cee056d1b6717886999fd637e188614a5e,833,"27",291,2022-03-12,2022-03-15,1.50
2,I,0x869884735b6e191f5972ee1cf31de9f4dbb17f3a7f5a18a333a5f0b2d32ecd41,1178,"155",586,2022-03-13,2022-03-21,3.00
2,I,0x47904be0fbb95be959a644b848043e707b0f0514eff0d0caf3e9b818bd71f9d8,1047,"112",611,2022-03-12,2022-03-24,3.00
2,I,0xf5f613809256edcbb1b4387fa7ee9c2c5e2bfb52b68cd7a8b389a59e5a9015bb,882,"43",680,2022-03-12,2022-03-12,0.00
2,I,0xb167ea1f2db177bb8c3fdb85a5aa4726e344b9a59bd9e2f661c69127bd49a32d,834,"27",397,2022-03-12,2022-03-15,1.50
2,I,0xe819b35cdb04d3346bd71479e23619908e205eb273074c305ab32d0df5d95e76,1210,"166",12,2022-03-14,2022-03-14,0.00
2,I,0x2eb1e8656608a8b08392df3913c5c0c2b014761aa7e65d840052722de0669de6,1031,"107",245,2022-03-12,2022-03-22,3.00
2,I,0xba68a6bf6125288f08eef0368659603ebadbbf48d439f81b3c644574c2f2594d,1222,"170",83,2022-03-14,2022-03-25,3.00
2,I,0x96eb8dcf406b5b0ab3b751a302b1e6e40e2d152222e74b99a03feb001bead4bc,1033,"108",307,2022-03-12,2022-03-13,0.50
2,I,0xa9b36b181027eb535cc321bb51ba2e2ba46749101f2ec7ad4b23ace003fa7b18,1019,"103",594,2022-03-12,2022-03-18,3.00
2,I,0xed99bbe5783f7bca89ecd6263b2b32861a2d18f6101548476273ed745fe4cc8b,1125,"138",171,2022-03-13,2022-03-13,0.00
2,I,0xd91141fae27c2cb4622475549f109499a759125fb2d12bb1587e563f2ae21b5c,1304,"197",258,2022-03-15,2022-03-27,3.00
2,I,0xa1ae585a0ea07b041e1160b707e4ce8da34175c4f342337e84cd51472a7bc34b,1377,"230",739,2022-03-16,2022-03-19,1.50
2,I,0x3ba55d435a722ceec9249430ad9872820d7884d782e04f8f2a7f1e01b6fae097,827,"25",615,2022-03-12,2022-03-12,0.00
2,I,0xe82732a0a7d3d051eb126da15b9ab3843177ff15396c4381aa654006201d4351,1400,"242",151,2022-03-16,2022-03-21,2.50
2,I,0xd3802141acbac7780dded714ba8ebac4c117f96a7c9ce741ec6b02964b885cd8,1104,"131",325,2022-03-13,2022-03-13,0.00
2,I,0x4ebe1f0400c0c524ab3647e7081d420a822e6c157bf1b939e6de083fe46f374c,1085,"125",139,2022-03-12,2022-03-17,2.50
2,I,0x458756639b54b96543c3c08d472941508d9ab20e71167e88f9f3137959d397ba,1243,"177",17,2022-03-14,2022-03-25,3.00
2,I,0xc22dda0b1dec24bd421d5f01742411aab41a3de57df59cb85a958aaf4645303b,1375,"229",629,2022-03-15,2022-03-20,2.50
2,I,0x7aef197ce9a241d851630c9b5d3e88167fc9ad5db74e829d367d47d406d70bea,817,"6",589,2022-03-12,2022-03-25,3.00
2,I,0x7742b2d113075c0d29c400a5b309a17eee2273cb4cbeeac19110eac53adc8eff,949,"80",654,2022-03-12,2022-03-18,3.00
2,I,0x409b08147f1dca62a6557056c471ac6584ddc09928a10cc86fbaadca845351d5,1308,"198",371,2022-03-15,2022-03-18,1.50
2,I,0xfa0b2f1525af9e40fd1c18f9233195e5ec81bc6da5230c3d025b220dbff655ab,1469,"275",799,2022-03-17,2022-03-28,3.00
2,I,0xb2dc379f306b24140ecaccb297f8480b2ab084d01f08cd9064d3e517229c3803,1337,"211",649,2022-03-15,2022-03-23,3.00
2,I,0xc1e3e51c4783b42c03cb8e2717a728307df16d4de5e1583c330f161e9818e2d9,848,"32",483,2022-03-12,2022-03-21,3.00
2,I,0x83080f1f868f84f4946bf9ddfc1f5f903c46d08ba8548286fbb35e4c2997c370,1207,"165",108,2022-03-14,2022-03-20,3.00
2,I,0xcb7d88867c3e0a9fe2ba25d2b2f4fb2242ae28e59b316bd5b10c148820355ebb,927,"58",323,2022-03-12,2022-03-18,3.00
2,I,0xf15dbdbb64f52e72f3e29d6db85d0435f1f61d2fba012427d64607bd89bbe738,1437,"260",3,2022-03-16,2022-03-22,3.00
2,I,0x30c4f148ef1f183913d697cd8fc90c45048431b3db2a54d2cdbd67ab1ceea751,1251,"179",730,2022-03-14,2022-03-14,0.00
2,I,0x85f4dff869b17a7f06f7cdec521268a7fefc74b803260fa4695e264cdca5d78b,1479,"280",301,2022-03-17,2022-03-26,3.00
2,I,0x94fd821c2bdb47a24b2f80822b0778509b194d97efc7fa972e0584c8ee5e3262,1225,"171",33,2022-03-14,2022-03-14,0.00
2,I,0xcf784b7f3de487fc34ccd5d8acd2a95ae5977918866f179ae407b4591e0bc857,918,"55",497,2022-03-12,2022-03-18,3.00
2,I,0x1b5e07e1d039f4d5cfdd5926f07cf22565ba53c62a1fe6e6882b01d7b620a73e,1200,"162",488,2022-03-13,2022-03-13,0.00
2,I,0xa1419e165754582e3ccac06f2bf66516203c277d08cbb1a0ec66ee86ba355651,1109,"133",63,2022-03-13,2022-03-25,3.00
2,I,0x0aadc19625a22d21c651fee1425ede43a17e2070f830a79fe315c61c2721227e,1298,"195",34,2022-03-14,2022-03-16,1.00
